Siruta,Localitate,ActivitateDominanta
54387,Toplet,Alimentara
29813,Lazareni,Textila
95355,Oras Harlau,Energetica
144508,Carta,Lemnului
144508,Carta,Lemnului
87175,Municipiul Vulcan,Textila
54412,Turnu Ruieni,Lemnului
160911,Murighiol,Alimentara
103568,Gurbanesti,Alimentara
62609,Pantelimon,Alimentara
144535,Cartisoara,Alimentara
152724,Didesti,Mobila
79004,Balteni,Alimentara
79004,Balteni,Alimentara
79004,Balteni,Alimentara
169119,Caineni,Lemnului
95391,Municipiul Pascani,Alimentara
21668,Buhoci,Lemnului
111783,Garla Mare,Alimentara
119974,Valea Larga,Alimentara
46251,Cilibia,Lemnului
144553,Darlos,Textila
38063,Mihai Eminescu,Alimentara
13490,Municipiul Campulung,ConstructiiMasini
87219,Oras Aninoasa,Mobila
128178,Parscoveni,Alimentara
152760,Dobrotesti,Alimentara
152760,Dobrotesti,Alimentara
5309,Lunca Muresului,Alimentara
177352,Pufesti,Mobila
111818,Godeanu,Alimentara
29902,Lugasu De Jos,Alimentara
87246,Banita,Alimentara
62672,Pecineaga,ConstructiiMasini
13524,Valea Mare Pravat,Lemnului
54485,Valiug,Lemnului
144599,Gura Raului,Lemnului
103639,Hotarele,Alimentara
5336,Lupsa,Alimentara
21720,Casin,Lemnului
128221,Plesoiu,Alimentara
169182,Copaceni,Alimentara
169182,Copaceni,Alimentara
70879,Oras Bechet,Textila
152797,Dracsenei,Alimentara
160993,Nalbant,Energetica
54500,Varadia,Alimentara
79077,Bolbosi,Alimentara
144615,Hoghilag,Lemnului
46313,Cislau,Textila
95471,Oras Targu Frumos,Alimentara
70897,Bistret,Alimentara
62707,Pestera,Alimentara
111863,Gogosu,Lemnului
111863,Gogosu,Lemnului
87291,Municipiul Brad,Textila
29948,Lunca,Energetica
29948,Lunca,Energetica
29948,Lunca,Energetica
29948,Lunca,Energetica
21757,Caiuti,Lemnului
177405,Racoasa,Lemnului
54537,Vermes,Alimentara
144651,Iacobeni,Lemnului
144651,Iacobeni,Lemnului
161035,Niculitel,Alimentara
95499,Ion Neculce,Alimentara
103693,Iepuresti,Lemnului
120076,Vargata,Mobila
38161,Mihaileni,Alimentara
38161,Mihaileni,Alimentara
38161,Mihaileni,Alimentara
70940,Barca,Alimentara
161053,Nufaru,Lemnului
136483,Municipiul Satu Mare,ConstructiiMasini
152868,Draganesti De Vede,Alimentara
169253,Costesti,Lemnului
169253,Costesti,Lemnului
169253,Costesti,Lemnului
169253,Costesti,Lemnului
46377,Cochirleanca,Textila
62761,Poarta Alba,Alimentara
128301,Poboru,Alimentara
54573,Vrani,Alimentara
111916,Greci,Alimentara
111916,Greci,Alimentara
79157,Borascu,Mobila
13622,Municipiul Curtea De Arges,CalculatoareElectronica
70968,Botosesti-Paia,Alimentara
30014,Madaras,Textila
30014,Madaras,Textila
30014,Madaras,Textila
177469,Reghiu,Alimentara
87362,Criscior,ConstructiiMasini
152902,Draganesti-Vlasca,Alimentara
70986,Brabova,Alimentara
120138,Vatava,Lemnului
144713,Jina,Alimentara
136526,Municipiul Carei,Alimentara
62798,Rasova,Alimentara
161106,Ostrov,Alimentara
161106,Ostrov,Alimentara
103764,Ileana,Mobila
169306,Creteni,Alimentara
54617,Zavoi,Lemnului
144731,Laslea,Lemnului
21855,Cleja,Textila
38241,Mihalaseni,Alimentara
13668,Oras Costesti,Alimentara
46439,Colti,Alimentara
62823,Saraiu,Alimentara
136553,Capleni,Alimentara
120174,Vetca,Alimentara
161133,Pardina,Alimentara
111989,Grozesti,Alimentara
111989,Grozesti,Alimentara
30069,Magesti,Lemnului
152948,Furculesti,Alimentara
128374,Oras Potcoava,Textila
95612,Alexandru I. Cuza,Alimentara
161151,Peceneaga,Alimentara
87424,Oras Calan,Textila
21891,Colonesti,Alimentara
21891,Colonesti,Alimentara
79237,Branesti,Lemnului
79237,Branesti,Lemnului
79237,Branesti,Lemnului
169351,Daesti,Mobila
71055,Bradesti,Alimentara
71055,Bradesti,Alimentara
46484,Costesti,ConstructiiMasini
46484,Costesti,ConstructiiMasini
46484,Costesti,ConstructiiMasini
46484,Costesti,ConstructiiMasini
136599,Oras Negresti-Oas,Mobila
177557,Ruginesti,Lemnului
144795,Loamnes,Alimentara
161179,Sarichioi,Lemnului
120218,Viisoara,Alimentara
120218,Viisoara,Alimentara
120218,Viisoara,Alimentara
120218,Viisoara,Alimentara
120218,Viisoara,Alimentara
120218,Viisoara,Alimentara
62878,Sacele,ChimicaFarmaceutica
112030,Gruia,Alimentara
152993,Frumoasa,Alimentara
152993,Frumoasa,Alimentara
54699,Zorlentu Mare,Alimentara
38321,Mileanca,Alimentara
95667,Andrieseni,Alimentara
128436,Priseaca,Textila
62903,Seimeni,Alimentara
103862,Ion Roata,Mobila
13757,Oras Topoloveni,ConstructiiMasini
169404,Danicei,Alimentara
120254,Vanatori,ConstructiiMasini
120254,Vanatori,ConstructiiMasini
120254,Vanatori,ConstructiiMasini
120254,Vanatori,ConstructiiMasini
120254,Vanatori,ConstructiiMasini
136642,Oras Tasnad,ConstructiiMasini
153026,Galateni,Alimentara
177600,Sihlea,Lemnului
30149,Nojorid,Textila
5577,Metes,Lemnului
79308,Oras Bumbesti-Jiu,Alimentara
112076,Hinova,Textila
161231,Sfantu Gheorghe,Alimentara
161231,Sfantu Gheorghe,Alimentara
21971,Corbasca,Alimentara
71126,Bralostita,Alimentara
128472,Radomiresti,Lemnului
46554,Cozieni,Alimentara
103899,Izvoarele,Lemnului
103899,Izvoarele,Lemnului
103899,Izvoarele,Lemnului
103899,Izvoarele,Lemnului
103899,Izvoarele,Lemnului
144866,Ludos,Alimentara
153062,Gratia,Alimentara
62949,Silistea,Alimentara
62949,Silistea,Alimentara
62949,Silistea,Alimentara
38376,Mitoc,Alimentara
161259,Slava Cercheza,Alimentara
177655,Slobozia Bradului,Alimentara
13819,Albestii De Arges,Lemnului
120316,Voivodeni,Textila
144893,Marpod,Alimentara
112129,Husnicioara,Alimentara
95747,Aroneanu,Alimentara
79362,Bumbesti-Pitic,Alimentara
161286,Smardan,Alimentara
161286,Smardan,Alimentara
62985,Targusor,Alimentara
136713,Acas,Alimentara
128524,Redea,Alimentara
153106,Izvoarele,Alimentara
153106,Izvoarele,Alimentara
153106,Izvoarele,Alimentara
153106,Izvoarele,Alimentara
153106,Izvoarele,Alimentara
161302,Somova,Alimentara
30229,Olcea,Alimentara
120343,Zagar,Alimentara
87576,Oras Hateg,Alimentara
103960,Jilavele,Alimentara
71199,Bratovoesti,Alimentara
144928,Oras Miercurea Sibiului,Textila
153124,Lisa,Alimentara
153124,Lisa,Alimentara
22059,Cotofanesti,Textila
79406,Bustuchin,Alimentara
95792,Baltati,Alimentara
128560,Rotunda,Alimentara
120370,Zau De Campie,Alimentara
38456,Nicseni,Alimentara
103997,Joita,Alimentara
177726,Slobozia Ciorasti,Mobila
153151,Lunca,Alimentara
153151,Lunca,Alimentara
153151,Lunca,Alimentara
153151,Lunca,Alimentara
30274,Osorhei,Textila
136768,Andrid,Alimentara
13891,Albestii De Muscel,Alimentara
5700,Mihalt,Alimentara
63045,Topalu,Alimentara
144964,Merghindeal,Alimentara
161348,Stejaru,Alimentara
161348,Stejaru,Alimentara
169547,Dragoesti,Alimentara
169547,Dragoesti,Alimentara
128588,Rusanesti,Alimentara
87638,Municipiul Orastie,Alimentara
38492,Paltinis,Alimentara
38492,Paltinis,Alimentara
71260,Breasta,Alimentara
144991,Micasasa,Lemnului
22111,Damienesti,Alimentara
63072,Topraisar,ChimicaFarmaceutica
136802,Apa,Alimentara
177762,Soveja,Lemnului
128613,Scarisoara,Textila
128613,Scarisoara,Textila
161384,Topolog,Alimentara
169583,Fauresti,Alimentara
104047,Letca Noua,Alimentara
13935,Albota,Lemnului
87665,Oras Simeria,ConstructiiMasini
112245,Eselnita,Lemnului
153204,Mavrodin,Textila
5755,Miraslau,Mobila
30336,Pietroasa,Lemnului
30336,Pietroasa,Lemnului
95872,Belcesti,Alimentara
177799,Straoane,Textila
112263,Ilovat,Alimentara
79497,Capreni,Textila
38544,Pomarla,Alimentara
145042,Mihaileni,Alimentara
145042,Mihaileni,Alimentara
145042,Mihaileni,Alimentara
104083,Luica,Alimentara
128659,Schitu,Alimentara
128659,Schitu,Alimentara
136848,Oras Ardud,ConstructiiMasini
63125,Valu Lui Traian,ConstructiiMasini
22166,Oras Darmanesti,Lemnului
153240,Magura,Alimentara
153240,Magura,Alimentara
153240,Magura,Alimentara
120478,Chibed,Alimentara
120487,Corunca,Textila
71340,Bulzesti,Alimentara
13999,Aninoasa,Lemnului
13999,Aninoasa,Lemnului
13999,Aninoasa,Lemnului
63152,Lumina,Alimentara
177842,Suraia,Textila
46769,Galbinasi,Alimentara
46769,Galbinasi,Alimentara
120496,Sarateni,Alimentara
120496,Sarateni,Alimentara
38580,Prajeni,Alimentara
104118,Mihai Bravu,Alimentara
104118,Mihai Bravu,Alimentara
120502,Madaras,Alimentara
120502,Madaras,Alimentara
120502,Madaras,Alimentara
63161,Dumbraveni,Alimentara
63161,Dumbraveni,Alimentara
63161,Dumbraveni,Alimentara
161464,Turcoaia,Alimentara
120511,Bereni,Mobila
54975,Municipiul Cluj-Napoca,Energetica
153277,Maldaeni,Alimentara
87745,Baia De Cris,CalculatoareElectronica
5826,Mogos,Alimentara
63170,Vulturu,Alimentara
63170,Vulturu,Alimentara
95943,Bivolari,Alimentara
128711,Oras Scornicesti,Alimentara
161482,Valea Nucarilor,Textila
104136,Oras Mihailesti,Alimentara
153295,Mereni,Alimentara
153295,Mereni,Alimentara
153295,Mereni,Alimentara
112334,Ilovita,Lemnului
30416,Pocola,Alimentara
145104,Mosna,Alimentara
145104,Mosna,Alimentara
46803,Gheraseni,Alimentara
169681,Fartatesti,Alimentara
63189,Tortoman,Alimentara
136919,Batarci,Lemnului
177879,Tanasoaia,Alimentara
22237,Dealu Morii,Alimentara
63198,Amzacea,Lemnului
55008,Municipiul Dej,ConstructiiMasini
79585,Catunele,Alimentara
14049,Arefu,Textila
38633,Radauti-Prut,Alimentara
46830,Ghergheasa,Alimentara
112370,Isverna,Lemnului
104181,Manastirea,Alimentara
145140,Nocrich,Lemnului
161525,I.c.bratianu,Alimentara
153339,Marzanesti,Mobila
96003,Ungheni,Alimentara
96003,Ungheni,Alimentara
14085,Babana,Lemnului
161543,Vacareni,Alimentara
30470,Pomezeu,Textila
136964,Beltiug,Alimentara
161552,Bestepe,Alimentara
46867,Glodeanu Sarat,Alimentara
55062,Cuzdrioara,Mobila
38679,Rauseni,Alimentara
161561,Valea Teilor,Mobila
71457,Calopar,Alimentara
104225,Marsa,Alimentara
87843,Balsa,Alimentara
79656,Ciuperceni,Alimentara
79656,Ciuperceni,Alimentara
153384,Mosteni,Alimentara
63278,Horia,Alimentara
63278,Horia,Alimentara
63278,Horia,Alimentara
145202,Orlat,Lemnului
104243,Moara Vlasiei,CalculatoareElectronica
63286,Costinesti,Lemnului
153400,Nasturelu,Alimentara
96058,Braesti,Alimentara
96058,Braesti,Alimentara
96058,Braesti,Alimentara
46910,Glodeanu-Silistea,Alimentara
63294,Baraganu,Alimentara
177986,Tataranu,Alimentara
55106,Jichisu De Jos,Energetica
63300,Cuza Voda,Alimentara
63300,Cuza Voda,Alimentara
63300,Cuza Voda,Alimentara
145220,Pauca,Alimentara
137032,Berveni,Alimentara
38731,Ripiceni,Alimentara
104270,Movilita,ConstructiiMasini
104270,Movilita,ConstructiiMasini
112469,Izvoru Barzii,Alimentara
14165,Baiculesti,Lemnului
63318,Saligny,Lemnului
63326,Gradina,Alimentara
71518,Caraula,Alimentara
153437,Necsesti,Alimentara
128864,Seaca,Alimentara
128864,Seaca,Alimentara
63334,Fantanele,Alimentara
63334,Fantanele,Alimentara
63334,Fantanele,Alimentara
63334,Fantanele,Alimentara
63334,Fantanele,Alimentara
63334,Fantanele,Alimentara
63334,Fantanele,Alimentara
30568,Popesti,Textila
30568,Popesti,Textila
30568,Popesti,Textila
30568,Popesti,Textila
30568,Popesti,Textila
22380,Dofteana,Mobila
96110,Butea,Alimentara
137069,Bixad,Lemnului
137069,Bixad,Lemnului
71536,Carpen,Alimentara
128882,Samburesti,Alimentara
55160,Mica,Lemnului
55160,Mica,Lemnului
79736,Calnic,Alimentara
79736,Calnic,Alimentara
145275,Poiana Sibiului,Alimentara
178046,Tamboesti,Textila
104323,Nana,Alimentara
153473,Olteni,Alimentara
137103,Barsau,Textila
145293,Porumbacu De Jos,ConstructiiMasini
96147,Ceplenita,Alimentara
104341,Nicolae Balcescu,Alimentara
104341,Nicolae Balcescu,Alimentara
104341,Nicolae Balcescu,Alimentara
104341,Nicolae Balcescu,Alimentara
71572,Castranova,Alimentara
120726,Municipiul Piatra-Neamt,Alimentara
38811,Roma,Alimentara
47006,Grebanu,Mobila
6048,Noslac,ConstructiiMasini
153507,Orbeasca,Alimentara
63394,Municipiul Sfantu Gheorghe,Alimentara
112548,Jiana,Lemnului
137130,Bogdand,Alimentara
169896,Francesti,Alimentara
71607,Calarasi,Alimentara
71607,Calarasi,Alimentara
71607,Calarasi,Alimentara
30648,Rabagani,Lemnului
22460,Faraoani,Lemnului
87996,Baru,Textila
14272,Balilesti,Lemnului
38848,Romanesti,Alimentara
38848,Romanesti,Alimentara
96192,Ciortesti,Textila
104387,Niculesti,Alimentara
120771,Dumbrava Rosie,ChimicaFarmaceutica
128962,Spineni,Lemnului
153543,Peretu,Alimentara
178117,Tulnici,Lemnului
145355,Racovita,Lemnului
145355,Racovita,Lemnului
145355,Racovita,Lemnului
145355,Racovita,Lemnului
71634,Celaru,Alimentara
63447,Oras Baraolt,Alimentara
22488,Filipeni,Alimentara
112600,Livezile,Alimentara
112600,Livezile,Alimentara
112600,Livezile,Alimentara
112600,Livezile,Alimentara
55259,Municipiul Turda,ConstructiiMasini
79834,Crasna,Textila
79834,Crasna,Textila
153561,Piatra,Alimentara
137185,Botiz,Alimentara
104421,Nuci,Lemnului
145382,Rau Sadului,Lemnului
6119,Ocolis,Lemnului
47079,Gura Teghii,Lemnului
38893,Santa Mare,Alimentara
55277,Mihai Viteazu,Alimentara
55277,Mihai Viteazu,Alimentara
88047,Bacia,Lemnului
153589,Pietrosani,Alimentara
153589,Pietrosani,Alimentara
120824,Savinesti,Textila
30719,Remetea,Lemnului
30719,Remetea,Lemnului
96254,Ciurea,Lemnului
161794,Municipiul Barlad,ConstructiiMasini
145408,Rosia,Alimentara
145408,Rosia,Alimentara
178180,Tifesti,Lemnului
153605,Plosca,Textila
169994,Galicea,Alimentara
55311,Sandulesti,Alimentara
137229,Calinesti-Oas,Alimentara
14352,Beleti-Negresti,ChimicaFarmaceutica
129040,Sprancenata,Alimentara
71698,Cerat,Alimentara
6164,Ohaba,Alimentara
153623,Plopii-Slavitesti,Lemnului
112664,Malovat,Alimentara
88092,Baita,Mobila
120860,Municipiul Roman,Metalurgica
104485,Ogrezeni,Mobila
63526,Oras Covasna,Lemnului
161829,Municipiul Husi,Textila
71723,Cernatesti,Alimentara
71723,Cernatesti,Alimentara
22576,Filipesti,ChimicaFarmaceutica
30773,Rieni,Alimentara
47159,Largu,Textila
137274,Camarzana,Alimentara
120888,Cordun,Alimentara
55357,Municipiul Campia Turzii,Metalurgica
79932,Cruset,Alimentara
145471,Sadu,Lemnului
63553,Comandau,Lemnului
161856,Oras Negresti,Mobila
14405,Berevoesti,ConstructiiMasini
38982,Suharau,Alimentara
104519,Oinacu,Lemnului
129095,Stoenesti,Lemnului
129095,Stoenesti,Lemnului
129095,Stoenesti,Lemnului
129095,Stoenesti,Lemnului
6217,Pianu,Textila
137292,Cauas,Alimentara
96334,Coarnele Caprei,Alimentara
47186,Lopatari,Lemnului
129111,Stoicanesti,Alimentara
55384,Municipiul Gherla,Mobila
145499,Oras Saliste,Textila
120922,Horia,Mobila
120922,Horia,Mobila
120922,Horia,Mobila
63580,Oras Intorsura Buzaului,Lemnului
153696,Poeni,Alimentara
104546,Peris,Alimentara
178279,Urechesti,Textila
178279,Urechesti,Textila
112744,Obarsia De Camp,Alimentara
71787,Cetate,Alimentara
71787,Cetate,Alimentara
14450,Barla,Alimentara
129139,Strejesti,Alimentara
96370,Comarna,Lemnului
170097,Ghioroiu,Alimentara
30844,Rosia,Alimentara
30844,Rosia,Alimentara
6271,Poiana Vadului,Alimentara
112771,Oprisor,Alimentara
71812,Cioroiasi,Alimentara
104582,Petrachioaia,Alimentara
22665,Gaiceana,Alimentara
120968,Oras Bicaz,ChimicaFarmaceutica
39051,Sulita,Alimentara
178313,Valea Sarii,Lemnului
63633,Barcani,Alimentara
137363,Cehal,Alimentara
55446,Oras Huedin,Alimentara
30871,Sacadat,Mobila
88216,Batrana,Alimentara
161945,Municipiul Vaslui,Alimentara
129184,Studina,Alimentara
96423,Costuleni,Lemnului
112806,Padina,Alimentara
112806,Padina,Alimentara
80043,Danciulesti,Lemnului
55473,Aghiresu,Textila
153776,Vitanesti,Textila
71858,Ciupercenii Noi,Alimentara
104635,Plataresti,Lemnului
170168,Glavile,Lemnului
137407,Certeze,Lemnului
22718,Ghimes-Faget,Lemnului
145603,Slimnic,Alimentara
30915,Oras Sacueni,Textila
47300,Luciu,Energetica
88261,Beriu,Lemnului
63688,Sita Buzaului,Lemnului
178377,Vidra,Lemnului
178377,Vidra,Lemnului
178377,Vidra,Lemnului
71885,Cosoveni,Alimentara
39122,Sendriceni,Alimentara
162014,Albesti,Alimentara
162014,Albesti,Alimentara
162014,Albesti,Alimentara
162014,Albesti,Alimentara
162014,Albesti,Alimentara
121055,Oras Targu Neamt,Lemnului
96478,Cotnari,Alimentara
129246,Serbanesti,Textila
137443,Craidorolt,Mobila
71910,Cotofenii Din Dos,Alimentara
153829,Putineiu,Alimentara
153829,Putineiu,Alimentara
47337,Magura,Alimentara
47337,Magura,Alimentara
47337,Magura,Alimentara
104680,Prundu,Textila
112879,Patulele,Alimentara
170220,Golesti,Lemnului
170220,Golesti,Lemnului
14584,Bogati,Alimentara
80123,Danesti,Alimentara
80123,Danesti,Alimentara
80123,Danesti,Alimentara
63740,Municipiul Targu Secuiesc,Textila
6397,Ponor,Alimentara
22781,Garleni,Alimentara
39168,Oras Stefanesti,Alimentara
39168,Oras Stefanesti,Alimentara
145667,Seica Mare,Alimentara
129282,Stefan Cel Mare,Lemnului
129282,Stefan Cel Mare,Lemnului
129282,Stefan Cel Mare,Lemnului
129282,Stefan Cel Mare,Lemnului
129282,Stefan Cel Mare,Lemnului
129282,Stefan Cel Mare,Lemnului
112904,Dubova,Alimentara
104715,Putineiu,Energetica
104715,Putineiu,Energetica
153865,Radoiesti,Alimentara
30988,Salacea,Textila
47373,Maracineni,Alimentara
47373,Maracineni,Alimentara
71956,Daneti,Textila
121108,Agapia,Mobila
162069,Alexandru Vlahuta,Alimentara
88350,Blajeni,Alimentara
63777,Aita Mare,Lemnului
137504,Crucisor,Alimentara
31011,Salard,Alimentara
129317,Tatulesti,Alimentara
178475,Vintileasca,Lemnului
55598,Aiton,Alimentara
104751,Radovanu,Textila
22834,Glavanesti,Alimentara
39220,Stiubieni,Alimentara
153909,Rasmiresti,Alimentara
47417,Margaritesti,Alimentara
63802,Batani,Lemnului
112959,Podeni,Alimentara
121153,Bahna,Alimentara
6468,Posaga,Alimentara
72007,Oras Dabuleni,Alimentara
137540,Culciu,Alimentara
55623,Alunis,Alimentara
55623,Alunis,Alimentara
55623,Alunis,Alimentara
145738,Seica Mica,Lemnului
96593,Cozmesti,Alimentara
96593,Cozmesti,Alimentara
14673,Boteni,Lemnului
31057,Sambata,Lemnului
153936,Salcia,Textila
153936,Salcia,Textila
153936,Salcia,Textila
104788,Rasuceni,Alimentara
47453,Merei,Textila
39266,Todireni,Alimentara
112995,Ponoarele,Textila
72034,Desa,Alimentara
129380,Teslui,Alimentara
129380,Teslui,Alimentara
145765,Sura Mare,Energetica
162149,Arsura,Alimentara
170346,Gradistea,Alimentara
170346,Gradistea,Alimentara
170346,Gradistea,Alimentara
170346,Gradistea,Alimentara
22898,Helegiu,Alimentara
178545,Vizantea-Livezi,Alimentara
72052,Diosti,Alimentara
153972,Saceni,Alimentara
80249,Dragotesti,Lemnului
80249,Dragotesti,Lemnului
63866,Belin,Alimentara
96637,Cristesti,Alimentara
96637,Cristesti,Alimentara
96637,Cristesti,Alimentara
104831,Roata De Jos,Alimentara
88449,Bosorod,Alimentara
145792,Sura Mica,Alimentara
14726,Botesti,Alimentara
14726,Botesti,Alimentara
14726,Botesti,Alimentara
55687,Apahida,Lemnului
137611,Doba,Metalurgica
162194,Banca,Mobila
6547,Radesti,Lemnului
6547,Radesti,Lemnului
63893,Bodoc,Alimentara
31128,Sarbi,Alimentara
96664,Cucuteni,Alimentara
121242,Baltatesti,Alimentara
80285,Farcasesti,ConstructiiMasini
22941,Horgesti,Alimentara
154013,Scrioastea,Textila
39328,Trusesti,Alimentara
14753,Bradulet,Alimentara
145827,Oras Talmaciu,ConstructiiMasini
72098,Dobresti,Alimentara
72098,Dobresti,Alimentara
72098,Dobresti,Alimentara
178607,Vanatori,Lemnului
178607,Vanatori,Lemnului
178607,Vanatori,Lemnului
178607,Vanatori,Lemnului
178607,Vanatori,Lemnului
129460,Tia Mare,Alimentara
104886,Sarulesti,Alimentara
104886,Sarulesti,Alimentara
6592,Rametea,Alimentara
63937,Borosneu Mare,Alimentara
137675,Dorolt,Lemnului
96717,Dagata,Alimentara
170444,Gusoeni,Alimentara
121297,Bicaz-Chei,Lemnului
154068,Scurtu Mare,Alimentara
72150,Dragotesti,Textila
72150,Dragotesti,Textila
47578,Mihailesti,Alimentara
129503,Topana,Alimentara
39391,Tudora,Alimentara
55776,Aschileu,Alimentara
6627,Ramet,Alimentara
88546,Branisca,Alimentara
31208,Spinus,Energetica
80365,Glogova,Lemnului
145907,Tilisca,Alimentara
39417,Ungureni,Alimentara
39417,Ungureni,Alimentara
121340,Bicazu Ardelean,Lemnului
113153,Poroina Mare,Alimentara
137728,Foieni,Mobila
14851,Budeasa,ChimicaFarmaceutica
178689,Vartescoiu,Alimentara
64005,Brates,Mobila
23047,Huruiesti,Textila
145934,Turnu Rosu,Alimentara
47630,Manzalesti,Alimentara
104975,Schitu,Alimentara
104975,Schitu,Alimentara
137746,Gherta Mica,Alimentara
170514,Ionesti,Mobila
170514,Ionesti,Mobila
162327,Bacani,Alimentara
154139,Seaca,Alimentara
154139,Seaca,Alimentara
72221,Dranic,Alimentara
31262,Suplacu De Barcau,Alimentara
55838,Baciu,ChimicaFarmaceutica
129567,Traian,Alimentara
129567,Traian,Alimentara
129567,Traian,Alimentara
129567,Traian,Alimentara
129567,Traian,Alimentara
137764,Halmeu,Alimentara
64041,Bradut,Lemnului
80427,Godinesti,Alimentara
121386,Bira,Mobila
145961,Valea Viilor,ConstructiiMasini
96815,Deleni,Alimentara
96815,Deleni,Alimentara
96815,Deleni,Alimentara
129585,Tufeni,Alimentara
154166,Sfintesti,Alimentara
113206,Pristol,Alimentara
178750,Vrancioaia,Alimentara
105026,Sinesti,Textila
105026,Sinesti,Textila
105026,Sinesti,Textila
88644,Bretea Romana,Metalurgica
14922,Bughea De Jos,Lemnului
154184,Segarcea-Vale,Alimentara
145998,Vurpar,Alimentara
162381,Bacesti,Lemnului
113233,Prunisor,Alimentara
72276,Farcas,Alimentara
23127,Izvoru Berheciului,Alimentara
14940,Buzoesti,Alimentara
129629,Urzica,Alimentara
146012,Alma,Alimentara
64096,Bretcu,Textila
31333,Simian,Alimentara
31333,Simian,Alimentara
146021,Boita,Alimentara
6761,Rosia Montana,Alimentara
39532,Unteni,Alimentara
55918,Baisoara,Lemnului
137844,Hodod,Alimentara
154228,Silistea,Lemnului
154228,Silistea,Lemnului
154228,Silistea,Lemnului
170612,Lalosu,Lemnului
96888,Dobrovat,Alimentara
129656,Valea Mare,Mobila
129656,Valea Mare,Mobila
129656,Valea Mare,Mobila
129656,Valea Mare,Mobila
80506,Hurezani,Alimentara
121466,Bargauani,Lemnului
64130,Catalina,Alimentara
178821,Vulturu,Alimentara
178821,Vulturu,Alimentara
96904,Dolhesti,Alimentara
96904,Dolhesti,Alimentara
31379,Sinteu,Alimentara
105106,Singureni,Alimentara
162452,Balteni,Alimentara
162452,Balteni,Alimentara
162452,Balteni,Alimentara
47774,Movila Banului,Alimentara
23207,Lipova,Alimentara
154282,Silistea-Gumesti,Alimentara
137899,Homoroade,Alimentara
96940,Dumesti,Lemnului
96940,Dumesti,Lemnului
80560,Ionesti,Alimentara
80560,Ionesti,Alimentara
105142,Slobozia Moara,Alimentara
129718,Vadastra,Alimentara
39612,Vaculesti,Alimentara
31422,Soimi,Alimentara
72383,Galicea Mare,Alimentara
170685,Ladesti,Alimentara
162498,Berezeni,Textila
64194,Cernat,Alimentara
154308,Sarbeni,Alimentara
178885,Negrilesti,Alimentara
178885,Negrilesti,Alimentara
178885,Negrilesti,Alimentara
105160,Snagov,Energetica
47818,Murgesti,Alimentara
178894,Ploscuteni,Alimentara
56014,Belis,Lemnului
129745,Vadastrita,Alimentara
88788,Buces,ConstructiiMasini
178901,Popesti,Alimentara
178901,Popesti,Alimentara
178901,Popesti,Alimentara
178901,Popesti,Alimentara
178901,Popesti,Alimentara
15064,Caldararu,Alimentara
72409,Ghercesti,ConstructiiMasini
178910,Paulesti,Lemnului
178910,Paulesti,Lemnului
178910,Paulesti,Lemnului
129763,Valeni,Alimentara
129763,Valeni,Alimentara
129763,Valeni,Alimentara
80613,Jupanesti,Alimentara
39658,Viisoara,Alimentara
39658,Viisoara,Alimentara
39658,Viisoara,Alimentara
39658,Viisoara,Alimentara
39658,Viisoara,Alimentara
39658,Viisoara,Alimentara
137960,Lazuri,Lemnului
154344,Slobozia Mandra,Alimentara
47854,Naeni,Alimentara
64238,Chichis,Alimentara
97009,Erbiceni,Lemnului
113395,Punghina,Alimentara
178929,Biliesti,Textila
178938,Gologanu,Alimentara
23289,Livezi,Lemnului
23289,Livezi,Lemnului
162559,Blagesti,Alimentara
162559,Blagesti,Alimentara
178947,Obrejita,Alimentara
15108,Calinesti,ConstructiiMasini
15108,Calinesti,ConstructiiMasini
15108,Calinesti,ConstructiiMasini
121607,Bodesti,Lemnului
105222,Sohatu,Alimentara
64265,Dobarlau,Alimentara
39694,Varfu Campului,Alimentara
72463,Gighera,Lemnului
154380,Smardioasa,Lemnului
178956,Rastoaca,Textila
6930,Rosia De Secas,Lemnului
31510,Suncuius,Textila
178965,Spulber,Lemnului
129816,Verguleasa,Alimentara
56096,Bobalna,Alimentara
162595,Bogdana,Alimentara
162595,Bogdana,Alimentara
80677,Lelesti,Lemnului
88868,Bucuresci,Alimentara
97063,Focuri,Alimentara
105259,Spantov,Alimentara
170792,Lapusata,Alimentara
47916,Oras Nehoiu,Mobila
154415,Stejaru,Lemnului
154415,Stejaru,Lemnului
121652,Borca,Lemnului
138039,Oras Livada,Lemnului
23350,Luizi-Calugara,Mobila
39738,Vladeni,Alimentara
39738,Vladeni,Alimentara
39738,Vladeni,Alimentara
39738,Vladeni,Alimentara
72506,Giubega,Lemnului
113466,Rogova,Alimentara
64318,Ghelinta,Lemnului
6976,Salciua,Lemnului
97090,Golaiesti,Lemnului
80711,Licurici,Alimentara
31565,Tarcea,Lemnului
105295,Stanesti,Alimentara
105295,Stanesti,Alimentara
105295,Stanesti,Alimentara
72533,Giurgita,Alimentara
113493,Salcia,Lemnului
113493,Salcia,Lemnului
113493,Salcia,Lemnului
146263,Municipiul Suceava,Lemnului
64345,Ghidfalau,Alimentara
88920,Bulzestii De Sus,Alimentara
23387,Magiresti,Alimentara
154460,Suhaia,Alimentara
138084,Mediesu Aurit,Mobila
129898,Visina,Alimentara
129898,Visina,Alimentara
146281,Ipotesti,Mobila
146281,Ipotesti,Mobila
