,z1,z2,z3,z4
198,-0.057454365360129656,-0.08475041503375791,-0.031242711703248823,0.004866537356869765
199,-0.04561816867047123,-0.06730358642335232,-0.024773113534387357,0.003858797008600742
200,-0.07127500375668518,-0.10512235677428107,-0.0387969944857389,0.006043234172259288
201,-0.04042809036012498,-0.05965329054458321,-0.02193624608335881,0.0034169108638240466
202,-0.061200145860130686,-0.09027178242137633,-0.03329013413962465,0.00518545518533982
203,-0.045078024773919353,-0.06650740178438541,-0.024477873935411534,0.0038128088577868784
204,-0.0512779373256452,-0.07564621677078832,-0.027866711071481847,0.004340672849737316
205,-0.05918047737737151,-0.08729474420610872,-0.03218619476954115,0.005013499490992329
206,-0.046862848084264684,-0.06913827276531957,-0.025453448262462087,0.003964769703954428
207,-0.055293789773922165,-0.08156567647789022,-0.03006175330734556,0.004682584753614307
208,-0.0552468207394394,-0.08149644303102353,-0.03003608029873896,0.00467858578397832
209,-0.056315366273922446,-0.08307150394724071,-0.03062014124453897,0.0047695623431970495
210,-0.015123523032531812,-0.022353771045154628,-0.008104912696556709,0.0012624659724354132
211,-0.027652512980811117,-0.04082179299684387,-0.014953187742365452,0.002329191122835261
212,-0.05040901018771393,-0.0743653980037546,-0.027391760412259863,0.004266691911471536
213,-0.027112369084259243,-0.04002560835787695,-0.01465794814338963,0.0022832029720213963
214,-0.02761728620494904,-0.04076986791169385,-0.01493393298591051,0.00232619189560827
215,-0.027840389118742204,-0.04109872678431062,-0.015055879776791825,0.002345187001379213
216,-0.010203516670461493,-0.015101567485868977,-0.005415665045016072,0.0008435739030656504
217,-0.06333723692909679,-0.09342190425381068,-0.03445825603122467,0.0053674083037772834
218,-0.05433092456702535,-0.0801463908171231,-0.029535456630910412,0.004600605876076549
219,-0.06033121872219942,-0.0889909636543426,-0.03281518348040269,0.00511147424707404
220,-0.015100038515290426,-0.022319154321721282,-0.008092076192253416,0.0012604664876174182
221,-0.05698467501530194,-0.08405808056509102,-0.030985981617182905,0.004826547660509883
222,-0.03887811222219351,-0.057368586797982485,-0.021089036799341234,0.0032849448658364365
223,-0.05810018958426777,-0.08570237492817488,-0.0315957155715895,0.004921523189364601
224,-0.06515728701530418,-0.09610470031989486,-0.03545308511473011,0.005522368377171828
225,-0.04884728979116177,-0.07206338589543718,-0.02653813287609063,0.00413372617107493
226,-0.015557986601497447,-0.022994180428671497,-0.008342388026167703,0.001299456441568303
227,-0.0704060766187539,-0.10384153800724732,-0.03832204382651693,0.005969253233993507
228,-0.042083748825642676,-0.06209376954663401,-0.02284121963674122,0.00355787454349263
229,-0.005635778067011961,-0.00836861477808349,-0.002918964958024884,0.0004546741059657992
230,-0.058487684118750626,-0.08627355086482506,-0.031807517892593895,0.004954514688861505
231,-0.04066293553253883,-0.059999457778916666,-0.022064611126391763,0.0034369057120039884
232,-0.0461583125670231,-0.06809977106231924,-0.025068353133363187,0.0039047851594146044
233,-0.0496222788601275,-0.07320573776873754,-0.02696173751809943,0.004199709170068734
234,-0.052733977394611116,-0.07779245362365568,-0.02866257433828624,0.00446464090845295
